ID,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id,Biography,Image_link
166,Hubbard,Richard William,Richard William Hubbard,1816,1888,165,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/1/16/William_James_Hubard_SelfPortrait.png/220px-William_James_Hubard_SelfPortrait.png
167,Hunt,William Morris,William Morris Hunt,1824,1879,166,"William Morris Hunt , American painter, was born at Brattleboro, Vermont, to Jane Maria  Hunt and Hon. Jonathan Hunt, who raised one of the preeminent families in American art. William Morris Hunt was the leading painter of mid-19th-century Boston, Massachusetts.",../static/img/anonymous_artist.png
168,Hunten,F. G. W.,F. G. W. Hunten,Unknown,Unknown,167,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/0/0e/William_Morris_Hunt_sitting.jpg/220px-William_Morris_Hunt_sitting.jpg
169,Huntington,Daniel,Daniel Huntington,1816,1906,168,Biography could not be found,../static/img/anonymous_artist.png
170,Ingham,Charles Cromwell,Charles Cromwell Ingham,1786,1863,169,Charles Cromwell Ingham  was an Irish portrait painter and later a founder of the New York National Academy of Design during the 19th century.,../static/img/anonymous_artist.png
171,Inness,George,George Inness,1825,1894,170,George Inness  was a prominent American landscape painter.,//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Charles_Cromwell_Ingham.jpg/170px-Charles_Cromwell_Ingham.jpg
172,Jarvis,Charles Wesley,Charles Wesley Jarvis,1812,1868,171,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/5/5f/George_Inness.jpg/220px-George_Inness.jpg
173,Jarvis,John Wesley,John Wesley Jarvis,1780,1840,172,John Wesley Jarvis  was an American painter.,../static/img/anonymous_artist.png
174,Johnson,David,David Johnson,1827,1908,173,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/9/98/Self-portrait%2C_by_John_Wesley_Jarvis.jpg/220px-Self-portrait%2C_by_John_Wesley_Jarvis.jpg
175,Johnson,Eastman,Eastman Johnson,1824,1906,174,"Jonathan Eastman Johnson  was an American painter and co-founder of the Metropolitan Museum of Art, New York City, with his name inscribed at its entrance. He was best known for his genre paintings, paintings of scenes from everyday life, and his portraits both of everyday people and prominent Americans such as Abraham Lincoln, Nathaniel Hawthorne, Ralph Waldo Emerson, and Henry Wadsworth Longfellow. His later works often show the influence of the 17th-century Dutch masters, whom he studied in The Hague in the 1850s; he was known as The American Rembrandt in his day.",../static/img/anonymous_artist.png
176,Johnson,Joshua,Joshua Johnson,1758,1829,175,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Eastman_Johnson_self-portrait%2C_1863.jpg/200px-Eastman_Johnson_self-portrait%2C_1863.jpg
177,Johnston,William,William Johnston,1732,1772,176,Biography could not be found,../static/img/anonymous_artist.png
179,Jones,H. Bolton,H. Bolton Jones,1848,1927,178,Biography could not be found,../static/img/anonymous_artist.png
181,Jouett,Matthew Harris,Matthew Harris Jouett,1788,1827,180,"Matthew Harris Jouett  was a noted American portrait painter, famous for painting portraits including Thomas Jefferson, George Rogers Clark and Lafayette.",../static/img/anonymous_artist.png
182,Kaufmann,Theodor,Theodor Kaufmann,1814,1896,181,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/Matthew_Harris_Jouett.jpg/220px-Matthew_Harris_Jouett.jpg
183,Keith,William,William Keith,1839,1911,182,Biography could not be found,../static/img/anonymous_artist.png
184,Kemmelmeyer,Frederick,Frederick Kemmelmeyer,1755,1821,183,Frederick Kemmelmeyer  was a German-born American painter. He was entirely self-taught and his work is generally classified as folk art.,../static/img/anonymous_artist.png
186,Kensett,John Frederick,John Frederick Kensett,1816,1872,185,"s signature works are landscape paintings of New England and New York State, whose clear light and serene surfaces celebrate transcendental qualities of nature, and are associated with Luminism. Kensett's early work owed much to the influence of Thomas Cole, but was from the outset distinguished by a preference for cooler colors and an interest in less dramatic topography, favoring restraint in both palette and composition. The work of Kensett",../static/img/anonymous_artist.png
187,Kidd,Joseph Bartholomew,Joseph Bartholomew Kidd,1808,1889,186,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/John_Frederick_Kensett%2C_by_David_Johnson.jpg/220px-John_Frederick_Kensett%2C_by_David_Johnson.jpg
188,Kittell,Nicholas Biddle,Nicholas Biddle Kittell,1822,1894,187,Biography could not be found,../static/img/anonymous_artist.png
190,Kyle,Joseph,Joseph Kyle,1815,1863,189,s Park. He represented Great Britain at the 1936 Summer Olympics and was capped by Scotland at amateur level.,../static/img/anonymous_artist.png
191,Lambdin,George Cochran,George Cochran Lambdin,1830,1896,190,"George Cochran Lambdin  was an American Victorian artist, best known for his paintings of flowers.",../static/img/anonymous_artist.png
192,Lane,Fitz Henry,Fitz Henry Lane,1804,1865,191,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/6/6b/June_Morning_by_Boston_Public_Library_%28edit%29.jpg/200px-June_Morning_by_Boston_Public_Library_%28edit%29.jpg
193,Lang,Louis,Louis Lang,1814,1893,192,Louis Lang  was a German-American painter.,//upload.wikimedia.org/wikipedia/commons/thumb/e/e7/1835_FitzHughLane_byRobertCooke_drawing_AmericanAntiquarianSociety.png/220px-1835_FitzHughLane_byRobertCooke_drawing_AmericanAntiquarianSociety.png
196,Lazarus,Jacob Hart,Jacob Hart Lazarus,1822,1891,195,Biography could not be found,../static/img/anonymous_artist.png
197,Le Clear,Thomas,Thomas Le Clear,1818,1882,196,Thomas Le Clear  was an American painter.,../static/img/anonymous_artist.png
198,Leutze,Emanuel,Emanuel Leutze,1816,1868,197,Emanuel Gottlieb Leutze  was a German American history painter best known for his 1851 painting Washington Crossing the Delaware. He is associated with the Düsseldorf school of painting.,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Thomas_Le_Clear_-_Interior_with_Portraits_-_Smithsonian.jpg/350px-Thomas_Le_Clear_-_Interior_with_Portraits_-_Smithsonian.jpg
200,Linen,George,George Linen,1802,1888,199,Biography could not be found,../static/img/anonymous_artist.png
202,Lockwood,Wilton,Wilton Lockwood,1861,1914,201,"Wilton Lockwood  was an American artist born in Wilton, Connecticut. Lockwood was born in Wilton, Connecticut to Emily Middlebrook and John L Lockwood. He was a pupil and an assistant of John LaFarge, and also studied in Paris, becoming a well-known portrait and flower painter. He became a member of both the Society of American Artists  and the Copley Society in Boston, as well as an associate of the National Academy of Design in New York. He painted portraits of Grover Cleveland, John LaFarge and Justice Oliver Wendell Holmes, Jr..",../static/img/anonymous_artist.png
203,Loop,Henry Augustus,Henry Augustus Loop,1831,1895,202,"Henry Augustus Loop  was an American painter. A native of Hillsdale, New York who was educated in Great Barrington, Massachusetts, he studied with Henry Peters Gray in New York and Thomas Couture in Paris. He became an associate of the National Academy of Design in 1859, and was elevated to full membership two years later. Among his pupils was Jeanette Shepperd Harrison, who became his wife in 1864; their daughter Edith also became a painter.  He died in Lake George, New York.",//upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Wilton_Lockwood.jpg/220px-Wilton_Lockwood.jpg
205,MacCameron,Robert,Robert MacCameron,1866,1912,204,Biography could not be found,../static/img/anonymous_artist.png
207,Magrath,William,William Magrath,1838,1918,206,Biography could not be found,../static/img/anonymous_artist.png
208,Mare,John,John Mare,1739,1803,207,"John Matthew Mare  was an English cricketer.  Mare was a right-handed batsman.  He was born at Paddington, London.",../static/img/anonymous_artist.png
209,Martin,Homer Dodge,Homer Dodge Martin,1836,1897,208,s work are in many important American museums.,../static/img/anonymous_artist.png
213,McEntee,Jervis,Jervis McEntee,1828,1891,212,"s journals are an enduring legacy, documenting the life of a New York painter during and after the Gilded Age.",../static/img/anonymous_artist.png
214,Mead,F. A.,F. A. Mead,Unknown,Unknown,213,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Jervis_McEntee.jpg/220px-Jervis_McEntee.jpg
217,Millet,Frank,Frank Millet,1846,1912,216,"Francis Davis Millet  – April 15, 1912) was an American academic classical painter, sculptor, and writer who died in the sinking of the RMS Titanic on April 15, 1912.",../static/img/anonymous_artist.png
219,Moise,Theodore Sidney,Theodore Sidney Moise,1808,1885,218,Biography could not be found,../static/img/anonymous_artist.png
221,Moran,Edward,Edward Moran,1829,1901,220,Edward Moran  was an English-born American artist of maritime paintings. He is arguably most famous for his series of 13 historical paintings of United States marine history.,../static/img/anonymous_artist.png
223,Morse,Samuel F. B.,Samuel F. B. Morse,1791,1872,222,"Samuel Finley Breese Morse  was an American painter and inventor. After having established his reputation as a portrait painter, in his middle age Morse contributed to the invention of a single-wire telegraph system based on European telegraphs. He was a co-developer of Morse code and helped to develop the commercial use of telegraphy.",../static/img/anonymous_artist.png
225,Moulthrop,Reuben,Reuben Moulthrop,1763,1814,224,"Reuben Moulthrop  was an early American artist based in East Haven, Connecticut. During his lifetime Moulthrop was famous for the wax figures that he arranged in tableaux , but he is known to posterity through his portraits, which are in many important collections, including those of the American Folk Art Museum, the Detroit Institute of Art, the Metropolitan Museum of Art, and the New York Historical Society.",../static/img/anonymous_artist.png
226,Mount,Shepard Alonzo,Shepard Alonzo Mount,1804,1868,225,"Shepard Alonzo Mount (17 July 1804, Setauket, New York - 18 September 1868, Stony Brook, New York was an American painter, best known for his portraits, although he worked in several genres. He was the older brother of the famous painter and musician, William Sidney Mount.",//upload.wikimedia.org/wikipedia/commons/thumb/2/20/Timothy_Atwater%2C_by_Reuben_Moulthrop.jpg/164px-Timothy_Atwater%2C_by_Reuben_Moulthrop.jpg
227,Mount,William Sidney,William Sidney Mount,1807,1868,226,"William Sidney Mount  was an American painter best known for his genre paintings, although he also painted landscapes and portraits. He was a contemporary of the Hudson River School.",//upload.wikimedia.org/wikipedia/commons/thumb/4/42/SAMount-Sharon.jpg/215px-SAMount-Sharon.jpg
231,Neagle,John,John Neagle,1796,1865,230,"John Neagle  was a fashionable American painter, primarily of portraits, during the first half of the 19th century in Philadelphia.",../static/img/anonymous_artist.png
232,Newman,Robert Loftin,Robert Loftin Newman,1827,1912,231,"Robert Loftin Newman  was an American painter and stained-glass designer. He specialized in oil on canvas as his medium. He is sometimes associated with Albert Pinkham Ryder as a painter of mood. His works include Good Samaritan, painted in 1886, Flight into Egypt, Harvest Time, Sailboat Manned by Two Men, and The Bather.",//upload.wikimedia.org/wikipedia/commons/thumb/3/39/John_Neagle_by_Bass_Otis.jpg/220px-John_Neagle_by_Bass_Otis.jpg
234,Page,William,William Page,1811,1885,233,Biography could not be found,../static/img/anonymous_artist.png
236,Paradise,John,John Paradise,1783,1833,235,Biography could not be found,../static/img/anonymous_artist.png
240,Peale,Charles Willson,Charles Willson Peale,1741,1827,239,"Charles Willson Peale  was an American painter, soldier, scientist, inventor, politician and naturalist. He is best remembered for his portrait paintings of leading figures of the American Revolution, and for establishing one of the first museums in the United States.', 'Sources",../static/img/anonymous_artist.png
241,Peale,James,James Peale,1749,1831,240,"James Peale  was an American painter, best known for his miniature and still life paintings, and a younger brother of noted painter Charles Willson Peale.",//upload.wikimedia.org/wikipedia/commons/thumb/8/82/Charles_Wilson_Peale_-_Self-Portrait_with_Angelica_and_Portrait_of_Rachel_-_Google_Art_Project.jpg/220px-Charles_Wilson_Peale_-_Self-Portrait_with_Angelica_and_Portrait_of_Rachel_-_Google_Art_Project.jpg
